"","Difficulty","keyPostGameRating.keys","keyPostGameRating.rt","post_game_question","survey_planet","Block","Incentive","ExactAge","FlooredAge","AgeGroup","participant"
"484","Hard",7,0.5912,"How hard did you try?","saturn","Hard 1¢","1¢",17.9041095890411,17,"Adolescents",61
"485","Hard",3,3.8854,"How hard was this galaxy?","saturn","Hard 10¢","10¢",17.9041095890411,17,"Adolescents",61
"486","Easy",3,0.5289,"How hard was this galaxy?","moon","Easy 1¢","1¢",17.9041095890411,17,"Adolescents",61
"487","Easy",3,0.1967,"How hard was this galaxy?","moon","Easy 10¢","10¢",17.9041095890411,17,"Adolescents",61
"488","Hard",3,0.1825,"How hard was this galaxy?","saturn","Hard 1¢","1¢",17.9041095890411,17,"Adolescents",61
"489","Hard",6,10.5315,"How hard did you try?","saturn","Hard 10¢","10¢",10.7452054794521,10,"Children",62
"490","Easy",5,9.3919,"How hard did you try?","moon","Easy 1¢","1¢",10.7452054794521,10,"Children",62
"491","Easy",7,6.119,"How hard did you try?","moon","Easy 10¢","10¢",10.7452054794521,10,"Children",62
"492","Hard",4,9.1679,"How hard did you try?","saturn","Hard 1¢","1¢",10.7452054794521,10,"Children",62
"493","Hard",5,6.8539,"How hard was this galaxy?","saturn","Hard 10¢","10¢",10.7452054794521,10,"Children",62
"494","Easy",4,4.3552,"How hard was this galaxy?","moon","Easy 1¢","1¢",10.7452054794521,10,"Children",62
"495","Easy",3,5.6913,"How hard was this galaxy?","moon","Easy 10¢","10¢",10.7452054794521,10,"Children",62
"496","Hard",5,4.3065,"How hard was this galaxy?","saturn","Hard 1¢","1¢",10.7452054794521,10,"Children",62
"497","Hard",5,5.6765,"How hard did you try?","saturn","Hard 10¢","10¢",15.4876712328767,15,"Adolescents",63
"498","Easy",3,3.3948,"How hard did you try?","moon","Easy 1¢","1¢",15.4876712328767,15,"Adolescents",63
"499","Easy",6,4.1501,"How hard did you try?","moon","Easy 10¢","10¢",15.4876712328767,15,"Adolescents",63
"500","Hard",3,4.2432,"How hard did you try?","saturn","Hard 1¢","1¢",15.4876712328767,15,"Adolescents",63
"501","Hard",4,9.0656,"How hard was this galaxy?","saturn","Hard 10¢","10¢",15.4876712328767,15,"Adolescents",63
"502","Easy",4,1.8721,"How hard was this galaxy?","moon","Easy 1¢","1¢",15.4876712328767,15,"Adolescents",63
"503","Easy",4,1.7981,"How hard was this galaxy?","moon","Easy 10¢","10¢",15.4876712328767,15,"Adolescents",63
"504","Hard",4,1.6518,"How hard was this galaxy?","saturn","Hard 1¢","1¢",15.4876712328767,15,"Adolescents",63
"505","Hard",6,7.0817,"How hard did you try?","saturn","Hard 10¢","10¢",20.4904109589041,20,"Adults",64
"506","Easy",5,3.4553,"How hard did you try?","moon","Easy 1¢","1¢",20.4904109589041,20,"Adults",64
"507","Easy",6,3.4323,"How hard did you try?","moon","Easy 10¢","10¢",20.4904109589041,20,"Adults",64
"508","Hard",5,2.6579,"How hard did you try?","saturn","Hard 1¢","1¢",20.4904109589041,20,"Adults",64
"509","Hard",3,4.5784,"How hard was this galaxy?","saturn","Hard 10¢","10¢",20.4904109589041,20,"Adults",64
"510","Easy",3,1.886,"How hard was this galaxy?","moon","Easy 1¢","1¢",20.4904109589041,20,"Adults",64
"511","Easy",3,1.3662,"How hard was this galaxy?","moon","Easy 10¢","10¢",20.4904109589041,20,"Adults",64
"512","Hard",3,0.9519,"How hard was this galaxy?","saturn","Hard 1¢","1¢",20.4904109589041,20,"Adults",64
"513","Hard",6,8.6,"How hard did you try?","saturn","Hard 10¢","10¢",19.0383561643836,19,"Adults",65
"514","Easy",4,3.9307,"How hard did you try?","moon","Easy 1¢","1¢",19.0383561643836,19,"Adults",65
"515","Easy",6,4.2824,"How hard did you try?","moon","Easy 10¢","10¢",19.0383561643836,19,"Adults",65
"516","Hard",2,5.9497,"How hard did you try?","saturn","Hard 1¢","1¢",19.0383561643836,19,"Adults",65
"517","Hard",1,3.3764,"How hard was this galaxy?","saturn","Hard 10¢","10¢",19.0383561643836,19,"Adults",65
"518","Easy",1,2.8901,"How hard was this galaxy?","moon","Easy 1¢","1¢",19.0383561643836,19,"Adults",65
"519","Easy",1,2.3948,"How hard was this galaxy?","moon","Easy 10¢","10¢",19.0383561643836,19,"Adults",65
"520","Hard",1,2.1696,"How hard was this galaxy?","saturn","Hard 1¢","1¢",19.0383561643836,19,"Adults",65
"521","Easy",6,6.1684,"How hard did you try?","saturn","Easy 10¢","10¢",18.4383561643836,18,"Adults",66
"522","Hard",5,4.883,"How hard did you try?","moon","Hard 1¢","1¢",18.4383561643836,18,"Adults",66
"523","Hard",6,4.3824,"How hard did you try?","moon","Hard 10¢","10¢",18.4383561643836,18,"Adults",66
"524","Easy",5,4.3165,"How hard did you try?","saturn","Easy 1¢","1¢",18.4383561643836,18,"Adults",66
"525","Easy",3,5.0005,"How hard was this galaxy?","saturn","Easy 10¢","10¢",18.4383561643836,18,"Adults",66
"526","Hard",3,3.5489,"How hard was this galaxy?","moon","Hard 1¢","1¢",18.4383561643836,18,"Adults",66
"527","Hard",3,3.6484,"How hard was this galaxy?","moon","Hard 10¢","10¢",18.4383561643836,18,"Adults",66
"528","Easy",3,3.5745,"How hard was this galaxy?","saturn","Easy 1¢","1¢",18.4383561643836,18,"Adults",66
"529","Easy",1,253.918,"How hard did you try?","saturn","Easy 10¢","10¢",11.2767123287671,11,"Children",67
"530","Hard",1,4.591,"How hard did you try?","moon","Hard 1¢","1¢",11.2767123287671,11,"Children",67
"531","Hard",7,4.1989,"How hard did you try?","moon","Hard 10¢","10¢",11.2767123287671,11,"Children",67
"532","Easy",1,3.0084,"How hard did you try?","saturn","Easy 1¢","1¢",11.2767123287671,11,"Children",67
"533","Easy",4,1.1584,"How hard was this galaxy?","saturn","Easy 10¢","10¢",11.2767123287671,11,"Children",67
"534","Hard",4,0.762,"How hard was this galaxy?","moon","Hard 1¢","1¢",11.2767123287671,11,"Children",67
"535","Hard",4,3.5374,"How hard was this galaxy?","moon","Hard 10¢","10¢",11.2767123287671,11,"Children",67
"536","Easy",4,3.5034,"How hard was this galaxy?","saturn","Easy 1¢","1¢",11.2767123287671,11,"Children",67
"537","Hard",5,4.8508,"How hard did you try?","saturn","Hard 10¢","10¢",11.4849315068493,11,"Children",68
"538","Easy",5,3.2018,"How hard did you try?","moon","Easy 1¢","1¢",11.4849315068493,11,"Children",68
"539","Easy",4,10.327,"How hard did you try?","moon","Easy 10¢","10¢",11.4849315068493,11,"Children",68
"540","Hard",4,4.5739,"How hard did you try?","saturn","Hard 1¢","1¢",11.4849315068493,11,"Children",68
"541","Hard",5,3.7334,"How hard was this galaxy?","saturn","Hard 10¢","10¢",11.4849315068493,11,"Children",68
"542","Easy",3,3.0608,"How hard was this galaxy?","moon","Easy 1¢","1¢",11.4849315068493,11,"Children",68
"543","Easy",4,2.9347,"How hard was this galaxy?","moon","Easy 10¢","10¢",11.4849315068493,11,"Children",68
"544","Hard",4,2.9498,"How hard was this galaxy?","saturn","Hard 1¢","1¢",11.4849315068493,11,"Children",68
"545","Easy",5,3.4151,"How hard did you try?","saturn","Easy 10¢","10¢",14.9150684931507,14,"Adolescents",69
"546","Hard",5,0.9896,"How hard did you try?","moon","Hard 1¢","1¢",14.9150684931507,14,"Adolescents",69
"547","Hard",5,1.6018,"How hard did you try?","moon","Hard 10¢","10¢",14.9150684931507,14,"Adolescents",69
"548","Easy",5,1.9923,"How hard did you try?","saturn","Easy 1¢","1¢",14.9150684931507,14,"Adolescents",69
"549","Easy",5,2.423,"How hard was this galaxy?","saturn","Easy 10¢","10¢",14.9150684931507,14,"Adolescents",69
"550","Hard",3,1.7955,"How hard was this galaxy?","moon","Hard 1¢","1¢",14.9150684931507,14,"Adolescents",69
"551","Hard",4,1.527,"How hard was this galaxy?","moon","Hard 10¢","10¢",14.9150684931507,14,"Adolescents",69
"552","Easy",4,0.5799,"How hard was this galaxy?","saturn","Easy 1¢","1¢",14.9150684931507,14,"Adolescents",69
"553","Hard",5,5.5814,"How hard did you try?","saturn","Hard 10¢","10¢",16.9150684931507,16,"Adolescents",70
"554","Easy",4,5.4144,"How hard did you try?","moon","Easy 1¢","1¢",16.9150684931507,16,"Adolescents",70
"555","Easy",5,8.7018,"How hard did you try?","moon","Easy 10¢","10¢",16.9150684931507,16,"Adolescents",70
"556","Hard",4,4.3186,"How hard did you try?","saturn","Hard 1¢","1¢",16.9150684931507,16,"Adolescents",70
"557","Hard",5,7.7643,"How hard was this galaxy?","saturn","Hard 10¢","10¢",16.9150684931507,16,"Adolescents",70
"558","Easy",3,4.9073,"How hard was this galaxy?","moon","Easy 1¢","1¢",16.9150684931507,16,"Adolescents",70
"559","Easy",4,2.9424,"How hard was this galaxy?","moon","Easy 10¢","10¢",16.9150684931507,16,"Adolescents",70
"560","Hard",4,4.5905,"How hard was this galaxy?","saturn","Hard 1¢","1¢",16.9150684931507,16,"Adolescents",70
"561","Hard",4,6.7716,"How hard did you try?","saturn","Hard 10¢","10¢",18.586301369863,18,"Adults",71
"562","Easy",4,4.2099,"How hard did you try?","moon","Easy 1¢","1¢",18.586301369863,18,"Adults",71
"563","Easy",4,3.8079,"How hard did you try?","moon","Easy 10¢","10¢",18.586301369863,18,"Adults",71
"564","Hard",4,3.8053,"How hard did you try?","saturn","Hard 1¢","1¢",18.586301369863,18,"Adults",71
"565","Hard",4,3.2465,"How hard was this galaxy?","saturn","Hard 10¢","10¢",18.586301369863,18,"Adults",71
"566","Easy",4,2.9966,"How hard was this galaxy?","moon","Easy 1¢","1¢",18.586301369863,18,"Adults",71
"567","Easy",4,3.0471,"How hard was this galaxy?","moon","Easy 10¢","10¢",18.586301369863,18,"Adults",71
"568","Hard",4,2.9879,"How hard was this galaxy?","saturn","Hard 1¢","1¢",18.586301369863,18,"Adults",71
"569","Hard",5,11.5609,"How hard did you try?","saturn","Hard 10¢","10¢",12.7452054794521,12,"Children",72
"570","Easy",5,9.6066,"How hard did you try?","moon","Easy 1¢","1¢",12.7452054794521,12,"Children",72
"571","Easy",5,5.0067,"How hard did you try?","moon","Easy 10¢","10¢",12.7452054794521,12,"Children",72
"572","Hard",5,6.761,"How hard did you try?","saturn","Hard 1¢","1¢",12.7452054794521,12,"Children",72
"573","Hard",3,9.1984,"How hard was this galaxy?","saturn","Hard 10¢","10¢",12.7452054794521,12,"Children",72
"574","Easy",3,2.3719,"How hard was this galaxy?","moon","Easy 1¢","1¢",12.7452054794521,12,"Children",72
"575","Easy",3,2.3889,"How hard was this galaxy?","moon","Easy 10¢","10¢",12.7452054794521,12,"Children",72
"576","Hard",3,2.0407,"How hard was this galaxy?","saturn","Hard 1¢","1¢",12.7452054794521,12,"Children",72
"577","Easy",7,4.1298,"How hard did you try?","saturn","Easy 10¢","10¢",19.986301369863,19,"Adults",73
"578","Hard",5,6.3199,"How hard did you try?","moon","Hard 1¢","1¢",19.986301369863,19,"Adults",73
"579","Hard",7,3.9238,"How hard did you try?","moon","Hard 10¢","10¢",19.986301369863,19,"Adults",73
"580","Easy",5,4.0956,"How hard did you try?","saturn","Easy 1¢","1¢",19.986301369863,19,"Adults",73
"581","Easy",2,4.2999,"How hard was this galaxy?","saturn","Easy 10¢","10¢",19.986301369863,19,"Adults",73
"582","Hard",2,3.412,"How hard was this galaxy?","moon","Hard 1¢","1¢",19.986301369863,19,"Adults",73
"583","Hard",2,3.3565,"How hard was this galaxy?","moon","Hard 10¢","10¢",19.986301369863,19,"Adults",73
"584","Easy",2,3.3398,"How hard was this galaxy?","saturn","Easy 1¢","1¢",19.986301369863,19,"Adults",73
"585","Hard",6,8.2577,"How hard did you try?","saturn","Hard 10¢","10¢",18.3013698630137,18,"Adults",75
"586","Easy",5,4.495,"How hard did you try?","moon","Easy 1¢","1¢",18.3013698630137,18,"Adults",75
"587","Easy",6,3.8186,"How hard did you try?","moon","Easy 10¢","10¢",18.3013698630137,18,"Adults",75
"588","Hard",5,3.0108,"How hard did you try?","saturn","Hard 1¢","1¢",18.3013698630137,18,"Adults",75
"589","Hard",2,1.5483,"How hard was this galaxy?","saturn","Hard 10¢","10¢",18.3013698630137,18,"Adults",75
"590","Easy",2,0.7475,"How hard was this galaxy?","moon","Easy 1¢","1¢",18.3013698630137,18,"Adults",75
"591","Easy",2,0.8762,"How hard was this galaxy?","moon","Easy 10¢","10¢",18.3013698630137,18,"Adults",75
"592","Hard",2,0.6595,"How hard was this galaxy?","saturn","Hard 1¢","1¢",18.3013698630137,18,"Adults",75
"593","Hard",6,4.2114,"How hard did you try?","saturn","Hard 10¢","10¢",14.0356164383562,14,"Adolescents",76
"594","Easy",5,4.3385,"How hard did you try?","moon","Easy 1¢","1¢",14.0356164383562,14,"Adolescents",76
"595","Easy",6,3.6865,"How hard did you try?","moon","Easy 10¢","10¢",14.0356164383562,14,"Adolescents",76
"596","Hard",5,3.7992,"How hard did you try?","saturn","Hard 1¢","1¢",14.0356164383562,14,"Adolescents",76
"597","Hard",3,3.6,"How hard was this galaxy?","saturn","Hard 10¢","10¢",14.0356164383562,14,"Adolescents",76
"598","Easy",3,3.3996,"How hard was this galaxy?","moon","Easy 1¢","1¢",14.0356164383562,14,"Adolescents",76
"599","Easy",3,3.1495,"How hard was this galaxy?","moon","Easy 10¢","10¢",14.0356164383562,14,"Adolescents",76
"600","Hard",3,2.8893,"How hard was this galaxy?","saturn","Hard 1¢","1¢",14.0356164383562,14,"Adolescents",76
"601","Hard",7,4.7691,"How hard did you try?","saturn","Hard 10¢","10¢",15.6054794520548,15,"Adolescents",77
"602","Easy",3,3.2372,"How hard did you try?","moon","Easy 1¢","1¢",15.6054794520548,15,"Adolescents",77
"603","Easy",6,3.932,"How hard did you try?","moon","Easy 10¢","10¢",15.6054794520548,15,"Adolescents",77
"604","Hard",3,3.2128,"How hard did you try?","saturn","Hard 1¢","1¢",15.6054794520548,15,"Adolescents",77
"605","Hard",4,3.7189,"How hard was this galaxy?","saturn","Hard 10¢","10¢",15.6054794520548,15,"Adolescents",77
"606","Easy",2,3.1481,"How hard was this galaxy?","moon","Easy 1¢","1¢",15.6054794520548,15,"Adolescents",77
"607","Easy",3,2.7055,"How hard was this galaxy?","moon","Easy 10¢","10¢",15.6054794520548,15,"Adolescents",77
"608","Hard",3,2.7078,"How hard was this galaxy?","saturn","Hard 1¢","1¢",15.6054794520548,15,"Adolescents",77
"609","Easy",2,6.0926,"How hard did you try?","saturn","Easy 10¢","10¢",16.6931506849315,16,"Adolescents",78
"610","Hard",1,3.9264,"How hard did you try?","moon","Hard 1¢","1¢",16.6931506849315,16,"Adolescents",78
"611","Hard",2,4.1951,"How hard did you try?","moon","Hard 10¢","10¢",16.6931506849315,16,"Adolescents",78
"612","Easy",1,3.1691,"How hard did you try?","saturn","Easy 1¢","1¢",16.6931506849315,16,"Adolescents",78
"613","Easy",1,3.2092,"How hard was this galaxy?","saturn","Easy 10¢","10¢",16.6931506849315,16,"Adolescents",78
"614","Hard",1,2.6205,"How hard was this galaxy?","moon","Hard 1¢","1¢",16.6931506849315,16,"Adolescents",78
"615","Hard",1,1.1065,"How hard was this galaxy?","moon","Hard 10¢","10¢",16.6931506849315,16,"Adolescents",78
"616","Easy",1,0.6643,"How hard was this galaxy?","saturn","Easy 1¢","1¢",16.6931506849315,16,"Adolescents",78
"617","Easy",5,9.8613,"How hard did you try?","saturn","Easy 10¢","10¢",12.4986301369863,12,"Children",79
"618","Hard",4,9.4808,"How hard did you try?","moon","Hard 1¢","1¢",12.4986301369863,12,"Children",79
"619","Hard",5,9.1438,"How hard did you try?","moon","Hard 10¢","10¢",12.4986301369863,12,"Children",79
"620","Easy",2,4.2129,"How hard did you try?","saturn","Easy 1¢","1¢",12.4986301369863,12,"Children",79
"621","Easy",5,9.3726,"How hard was this galaxy?","saturn","Easy 10¢","10¢",12.4986301369863,12,"Children",79
"622","Hard",4,4.8432,"How hard was this galaxy?","moon","Hard 1¢","1¢",12.4986301369863,12,"Children",79
"623","Hard",4,6.8653,"How hard was this galaxy?","moon","Hard 10¢","10¢",12.4986301369863,12,"Children",79
"624","Easy",3,3.5182,"How hard was this galaxy?","saturn","Easy 1¢","1¢",12.4986301369863,12,"Children",79
"625","Hard",5,4.1552,"How hard did you try?","saturn","Hard 10¢","10¢",14.3452054794521,14,"Adolescents",80
"626","Easy",5,2.2472,"How hard did you try?","moon","Easy 1¢","1¢",14.3452054794521,14,"Adolescents",80
"627","Easy",5,0.8279,"How hard did you try?","moon","Easy 10¢","10¢",14.3452054794521,14,"Adolescents",80
"628","Hard",5,0.593,"How hard did you try?","saturn","Hard 1¢","1¢",14.3452054794521,14,"Adolescents",80
"629","Hard",3,1.5144,"How hard was this galaxy?","saturn","Hard 10¢","10¢",14.3452054794521,14,"Adolescents",80
"630","Easy",3,0.4683,"How hard was this galaxy?","moon","Easy 1¢","1¢",14.3452054794521,14,"Adolescents",80
"631","Easy",3,0.515,"How hard was this galaxy?","moon","Easy 10¢","10¢",14.3452054794521,14,"Adolescents",80
"632","Hard",3,0.5701,"How hard was this galaxy?","saturn","Hard 1¢","1¢",14.3452054794521,14,"Adolescents",80
"633","Hard",6,5.4093,"How hard did you try?","saturn","Hard 10¢","10¢",17.7013698630137,17,"Adolescents",81
"634","Easy",5,3.9867,"How hard did you try?","moon","Easy 1¢","1¢",17.7013698630137,17,"Adolescents",81
"635","Easy",7,4.1928,"How hard did you try?","moon","Easy 10¢","10¢",17.7013698630137,17,"Adolescents",81
"636","Hard",4,3.9041,"How hard did you try?","saturn","Hard 1¢","1¢",17.7013698630137,17,"Adolescents",81
"637","Hard",5,3.0232,"How hard was this galaxy?","saturn","Hard 10¢","10¢",17.7013698630137,17,"Adolescents",81
"638","Easy",4,9.9854,"How hard was this galaxy?","moon","Easy 1¢","1¢",17.7013698630137,17,"Adolescents",81
"639","Easy",5,3.6571,"How hard was this galaxy?","moon","Easy 10¢","10¢",17.7013698630137,17,"Adolescents",81
"640","Hard",3,3.1656,"How hard was this galaxy?","saturn","Hard 1¢","1¢",17.7013698630137,17,"Adolescents",81
"641","Hard",3,4.1908,"How hard did you try?","saturn","Hard 10¢","10¢",15.9150684931507,15,"Adolescents",82
"642","Easy",3,0.848,"How hard did you try?","moon","Easy 1¢","1¢",15.9150684931507,15,"Adolescents",82
"643","Easy",3,0.6378,"How hard did you try?","moon","Easy 10¢","10¢",15.9150684931507,15,"Adolescents",82
"644","Hard",3,0.7968,"How hard did you try?","saturn","Hard 1¢","1¢",15.9150684931507,15,"Adolescents",82
"645","Hard",3,0.6472,"How hard was this galaxy?","saturn","Hard 10¢","10¢",15.9150684931507,15,"Adolescents",82
"646","Easy",3,0.263,"How hard was this galaxy?","moon","Easy 1¢","1¢",15.9150684931507,15,"Adolescents",82
"647","Easy",3,0.1557,"How hard was this galaxy?","moon","Easy 10¢","10¢",15.9150684931507,15,"Adolescents",82
"648","Hard",3,0.2182,"How hard was this galaxy?","saturn","Hard 1¢","1¢",15.9150684931507,15,"Adolescents",82
"649","Hard",7,4.2078,"How hard did you try?","saturn","Hard 10¢","10¢",10.158904109589,10,"Children",83
"650","Easy",4,2.9496,"How hard did you try?","moon","Easy 1¢","1¢",10.158904109589,10,"Children",83
"651","Easy",6,3.6181,"How hard did you try?","moon","Easy 10¢","10¢",10.158904109589,10,"Children",83
"652","Hard",5,2.7375,"How hard did you try?","saturn","Hard 1¢","1¢",10.158904109589,10,"Children",83
"653","Hard",1,2.794,"How hard was this galaxy?","saturn","Hard 10¢","10¢",10.158904109589,10,"Children",83
"654","Easy",1,0.8626,"How hard was this galaxy?","moon","Easy 1¢","1¢",10.158904109589,10,"Children",83
"655","Easy",1,1.9474,"How hard was this galaxy?","moon","Easy 10¢","10¢",10.158904109589,10,"Children",83
"656","Hard",1,2.0487,"How hard was this galaxy?","saturn","Hard 1¢","1¢",10.158904109589,10,"Children",83
"657","Easy",6,5.4946,"How hard did you try?","saturn","Easy 10¢","10¢",20.9041095890411,20,"Adults",84
"658","Hard",6,3.2525,"How hard did you try?","moon","Hard 1¢","1¢",20.9041095890411,20,"Adults",84
"659","Hard",6,2.8661,"How hard did you try?","moon","Hard 10¢","10¢",20.9041095890411,20,"Adults",84
"660","Easy",6,2.9087,"How hard did you try?","saturn","Easy 1¢","1¢",20.9041095890411,20,"Adults",84
"661","Easy",2,1.2595,"How hard was this galaxy?","saturn","Easy 10¢","10¢",20.9041095890411,20,"Adults",84
"662","Hard",2,0.9187,"How hard was this galaxy?","moon","Hard 1¢","1¢",20.9041095890411,20,"Adults",84
"663","Hard",2,2.6422,"How hard was this galaxy?","moon","Hard 10¢","10¢",20.9041095890411,20,"Adults",84
"664","Easy",2,2.4076,"How hard was this galaxy?","saturn","Easy 1¢","1¢",20.9041095890411,20,"Adults",84
"665","Hard",6,6.9177,"How hard did you try?","saturn","Hard 10¢","10¢",19.3534246575342,19,"Adults",85
"666","Easy",6,4.0025,"How hard did you try?","moon","Easy 1¢","1¢",19.3534246575342,19,"Adults",85
"667","Easy",6,3.0778,"How hard did you try?","moon","Easy 10¢","10¢",19.3534246575342,19,"Adults",85
"668","Hard",6,2.823,"How hard did you try?","saturn","Hard 1¢","1¢",19.3534246575342,19,"Adults",85
"669","Hard",1,2.5452,"How hard was this galaxy?","saturn","Hard 10¢","10¢",19.3534246575342,19,"Adults",85
"670","Easy",1,2.3115,"How hard was this galaxy?","moon","Easy 1¢","1¢",19.3534246575342,19,"Adults",85
"671","Easy",1,2.6462,"How hard was this galaxy?","moon","Easy 10¢","10¢",19.3534246575342,19,"Adults",85
"672","Hard",1,2.7946,"How hard was this galaxy?","saturn","Hard 1¢","1¢",19.3534246575342,19,"Adults",85
"673","Hard",4,5.6653,"How hard did you try?","saturn","Hard 10¢","10¢",11.613698630137,11,"Children",86
"674","Easy",1,6.3621,"How hard did you try?","moon","Easy 1¢","1¢",11.613698630137,11,"Children",86
"675","Easy",4,4.4658,"How hard did you try?","moon","Easy 10¢","10¢",11.613698630137,11,"Children",86
"676","Hard",1,1.3457,"How hard did you try?","saturn","Hard 1¢","1¢",11.613698630137,11,"Children",86
"677","Hard",4,5.0462,"How hard was this galaxy?","saturn","Hard 10¢","10¢",11.613698630137,11,"Children",86
"678","Easy",1,2.848,"How hard was this galaxy?","moon","Easy 1¢","1¢",11.613698630137,11,"Children",86
"679","Easy",4,3.1052,"How hard was this galaxy?","moon","Easy 10¢","10¢",11.613698630137,11,"Children",86
"680","Hard",1,2.8651,"How hard was this galaxy?","saturn","Hard 1¢","1¢",11.613698630137,11,"Children",86
"681","Hard",7,4.154,"How hard did you try?","saturn","Hard 10¢","10¢",13.3205479452055,13,"Adolescents",87
"682","Easy",6,3.336,"How hard did you try?","moon","Easy 1¢","1¢",13.3205479452055,13,"Adolescents",87
"683","Easy",7,2.983,"How hard did you try?","moon","Easy 10¢","10¢",13.3205479452055,13,"Adolescents",87
"684","Hard",6,2.578,"How hard did you try?","saturn","Hard 1¢","1¢",13.3205479452055,13,"Adolescents",87
"685","Hard",4,2.431,"How hard was this galaxy?","saturn","Hard 10¢","10¢",13.3205479452055,13,"Adolescents",87
"686","Easy",4,1.17,"How hard was this galaxy?","moon","Easy 1¢","1¢",13.3205479452055,13,"Adolescents",87
"687","Easy",4,2.347,"How hard was this galaxy?","moon","Easy 10¢","10¢",13.3205479452055,13,"Adolescents",87
"688","Hard",4,2.149,"How hard was this galaxy?","saturn","Hard 1¢","1¢",13.3205479452055,13,"Adolescents",87
"689","Easy",7,3.063,"How hard did you try?","saturn","Easy 10¢","10¢",16.5698630136986,16,"Adolescents",88
"690","Hard",7,2.978,"How hard did you try?","moon","Hard 1¢","1¢",16.5698630136986,16,"Adolescents",88
"691","Hard",7,1.597,"How hard did you try?","moon","Hard 10¢","10¢",16.5698630136986,16,"Adolescents",88
"692","Easy",7,1.11,"How hard did you try?","saturn","Easy 1¢","1¢",16.5698630136986,16,"Adolescents",88
"693","Easy",4,0.746,"How hard was this galaxy?","saturn","Easy 10¢","10¢",16.5698630136986,16,"Adolescents",88
"694","Hard",4,2.3,"How hard was this galaxy?","moon","Hard 1¢","1¢",16.5698630136986,16,"Adolescents",88
"695","Hard",4,0.862,"How hard was this galaxy?","moon","Hard 10¢","10¢",16.5698630136986,16,"Adolescents",88
"696","Easy",4,0.64,"How hard was this galaxy?","saturn","Easy 1¢","1¢",16.5698630136986,16,"Adolescents",88
"697","Easy",3,4.4208,"How hard did you try?","saturn","Easy 10¢","10¢",18.9315068493151,18,"Adults",89
"698","Hard",3,2.5455,"How hard did you try?","moon","Hard 1¢","1¢",18.9315068493151,18,"Adults",89
"699","Hard",3,1.6969,"How hard did you try?","moon","Hard 10¢","10¢",18.9315068493151,18,"Adults",89
"700","Easy",3,4.2978,"How hard did you try?","saturn","Easy 1¢","1¢",18.9315068493151,18,"Adults",89
"701","Easy",4,4.4485,"How hard was this galaxy?","saturn","Easy 10¢","10¢",18.9315068493151,18,"Adults",89
"702","Hard",3,1.0157,"How hard was this galaxy?","moon","Hard 1¢","1¢",18.9315068493151,18,"Adults",89
"703","Hard",4,0.7037,"How hard was this galaxy?","moon","Hard 10¢","10¢",18.9315068493151,18,"Adults",89
"704","Easy",4,3.1434,"How hard was this galaxy?","saturn","Easy 1¢","1¢",18.9315068493151,18,"Adults",89
"705","Easy",6,4.1839,"How hard did you try?","saturn","Easy 10¢","10¢",12.786301369863,12,"Children",90
"706","Hard",6,1.3996,"How hard did you try?","moon","Hard 1¢","1¢",12.786301369863,12,"Children",90
"707","Hard",6,2.8549,"How hard did you try?","moon","Hard 10¢","10¢",12.786301369863,12,"Children",90
"708","Easy",6,0.4908,"How hard did you try?","saturn","Easy 1¢","1¢",12.786301369863,12,"Children",90
"709","Easy",4,1.9602,"How hard was this galaxy?","saturn","Easy 10¢","10¢",12.786301369863,12,"Children",90
"710","Hard",4,0.0995,"How hard was this galaxy?","moon","Hard 1¢","1¢",12.786301369863,12,"Children",90
"711","Hard",4,0.1518,"How hard was this galaxy?","moon","Hard 10¢","10¢",12.786301369863,12,"Children",90
"712","Easy",4,0.1507,"How hard was this galaxy?","saturn","Easy 1¢","1¢",12.786301369863,12,"Children",90
"713","Easy",4,9.6177,"How hard did you try?","saturn","Easy 10¢","10¢",20.0328767123288,20,"Adults",91
"714","Hard",3,4.2786,"How hard did you try?","moon","Hard 1¢","1¢",20.0328767123288,20,"Adults",91
"715","Hard",4,3.9659,"How hard did you try?","moon","Hard 10¢","10¢",20.0328767123288,20,"Adults",91
"716","Easy",3,4.3912,"How hard did you try?","saturn","Easy 1¢","1¢",20.0328767123288,20,"Adults",91
"717","Easy",2,2.3333,"How hard was this galaxy?","saturn","Easy 10¢","10¢",20.0328767123288,20,"Adults",91
"718","Hard",2,1.143,"How hard was this galaxy?","moon","Hard 1¢","1¢",20.0328767123288,20,"Adults",91
"719","Hard",2,1.1637,"How hard was this galaxy?","moon","Hard 10¢","10¢",20.0328767123288,20,"Adults",91
"720","Easy",2,1.438,"How hard was this galaxy?","saturn","Easy 1¢","1¢",20.0328767123288,20,"Adults",91
"721","Easy",5,3.088,"How hard did you try?","saturn","Easy 10¢","10¢",19.4054794520548,19,"Adults",92
"722","Hard",4,1.347,"How hard did you try?","moon","Hard 1¢","1¢",19.4054794520548,19,"Adults",92
"723","Hard",5,2.7379,"How hard did you try?","moon","Hard 10¢","10¢",19.4054794520548,19,"Adults",92
"724","Easy",4,1.5521,"How hard did you try?","saturn","Easy 1¢","1¢",19.4054794520548,19,"Adults",92
"725","Easy",2,0.7345,"How hard was this galaxy?","saturn","Easy 10¢","10¢",19.4054794520548,19,"Adults",92
"726","Hard",2,0.2178,"How hard was this galaxy?","moon","Hard 1¢","1¢",19.4054794520548,19,"Adults",92
